Banco,Tasa,CAE,Div_SSEG,SEG_INCSIS,SEG_DESG,PRIM_DIV,COSTO_TOTCRED,TOT_DIVUF,TOT_DIV$,Plazo,TOT_Seg,Dividendo_CSEG,ValorProp,MontoCre,Fecha,Producto,PlazoFijo
SANT0.55-0.8,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",30/03/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","8,98","0,39","0,16",,,"9,53",,"25,00","0,55","9,53","2.250,00","1.800,00",30/03/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","14,96","0,66","0,26",,,"15,88",,"25,00","0,92","15,88","3.750,00","3.000,00",30/03/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","34,90","1,53","0,62",,,"37,05",,"25,00","2,15","37,05","8.750,00","7.000,00",30/03/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","47,87","2,10","0,84",,,"50,81",,"25,00","2,94","50,81","12.000,00","9.600,00",30/03/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","8,88","0,39","0,16",,,"9,43",,"25,00","0,55","9,43","2.250,00","1.800,00",30/03/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","14,80","0,66","0,26",,,"15,72",,"25,00","0,92","15,72","3.750,00","3.000,00",30/03/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","34,54","1,53","0,62",,,"36,69",,"25,00","2,15","36,69","8.750,00","7.000,00",30/03/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","47,38","2,10","0,84",,,"50,32",,"25,00","2,94","50,32","12.000,00","9.600,00",30/03/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","8,75","0,39","0,16",,,"9,30",,"25,00","0,55","9,30","2.250,00","1.800,00",30/03/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","14,58","0,66","0,26",,,"15,49",,"25,00","0,92","15,49","3.750,00","3.000,00",30/03/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","34,01","1,53","0,62",,,"36,15",,"25,00","2,15","36,15","8.750,00","7.000,00",30/03/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","46,64","2,10","0,84",,,"49,58",,"25,00","2,94","49,58","12.000,00","9.600,00",30/03/2021,HIP-FIJA,
SCOTIABANK,"3,00","3,58","8,61","0,44","0,11",,,"9,16",,"25,00","0,55","9,16","2.250,00","1.800,00",30/03/2021,HIP-FIJA,
SCOTIABANK,"2,97","3,56","14,31","0,73","0,18",,,"15,22",,"25,00","0,92","15,22","3.750,00","3.000,00",30/03/2021,HIP-FIJA,
SCOTIABANK,"3,06","3,64","33,71","1,71","0,43",,,"35,84",,"25,00","2,14","35,84","8.750,00","7.000,00",30/03/2021,HIP-FIJA,
SCOTIABANK,"3,06","3,64","46,22","2,34","0,59",,,"49,16",,"25,00","2,93","49,16","12.000,00","9.600,00",30/03/2021,HIP-FIJA,
BCHILE,"3,00","3,38","8,50","0,30","0,16",,,"8,95",,"25,00","0,46","8,95","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
BCHILE,"2,95","3,33","14,09","0,50","0,26",,,"14,85",,"25,00","0,76","14,85","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
BCHILE,"2,95","3,33","32,87","1,16","0,62",,,"34,64",,"25,00","1,77","34,64","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
BCHILE,"3,09","3,47","45,76","1,58","0,84",,,"48,19",,"25,00","2,43","48,19","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
BCI,"3,01","3,37","8,57","0,28","0,13",,,"8,98",,"25,00","0,41","8,98","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
BCI,"2,94","3,31","14,18","0,47","0,21",,,"14,86",,"25,00","0,68","14,86","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
BCI,"2,92","3,29","33,02","1,09","0,50",,,"34,60",,"25,00","1,59","34,60","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
BCI,"2,92","3,29","45,28","1,50","0,68",,,"47,46",,"25,00","2,18","47,46","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
BICE,"3,50",,"9,03","0,02","0,00",,,"9,06",,"25,00","0,03","9,06","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
BICE,"3,05",,"14,34","0,02","0,00",,,"14,37",,"25,00","0,03","14,37","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
BICE,"2,90",,"32,92","0,02","0,00",,,"32,94",,"25,00","0,03","32,94","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
BICE,"2,80",,"44,65","0,02","0,00",,,"44,68",,"25,00","0,03","44,68","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
ITAU,"2,95","3,38","8,49","0,31","0,12",,,"8,92",,"25,00","0,43","8,92","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
ITAU,"2,95","3,38","14,15","0,52","0,20",,,"14,87",,"25,00","0,72","14,87","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
ITAU,"2,95","3,38","33,02","1,22","0,48",,,"34,72",,"25,00","1,70","34,72","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
ITAU,"2,95","3,38","45,28","1,67","0,65",,,"47,60",,"25,00","2,32","47,60","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","9,07","0,39","0,16",,,"9,62",,"25,00","0,55","9,62","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","15,11","0,66","0,26",,,"16,03",,"25,00","0,92","16,03","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","35,27","1,53","0,62",,,"37,41",,"25,00","2,15","37,41","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","48,37","2,10","0,84",,,"51,31",,"25,00","2,94","51,31","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
SANT>5,"2,48","3,08","8,61","0,39","0,16",,,"9,16",,"25,00","0,55","9,16","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
SANT>5,"2,48","3,08","14,35","0,66","0,26",,,"15,27",,"25,00","0,92","15,27","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
SANT>5,"2,48","3,08","33,48","1,53","0,62",,,"35,62",,"25,00","2,15","35,62","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
SANT>5,"2,48","3,08","45,91","2,10","0,84",,,"48,85",,"25,00","2,94","48,85","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","9,16","0,39","0,16",,,"9,71",,"25,00","0,55","9,71","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","15,27","0,66","0,26",,,"16,19",,"25,00","0,92","16,19","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","35,63","1,53","0,62",,,"37,78",,"25,00","2,15","37,78","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","9,16","0,39","0,16",,,"9,71",,"25,00","0,55","9,71","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","15,27","0,66","0,26",,,"16,19",,"25,00","0,92","16,19","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","35,63","1,53","0,62",,,"37,78",,"25,00","2,15","37,78","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","9,16","0,39","0,16",,,"9,71",,"25,00","0,55","9,71","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","15,27","0,66","0,26",,,"16,19",,"25,00","0,92","16,19","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","35,63","1,53","0,62",,,"37,78",,"25,00","2,15","37,78","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","8,98","0,39","0,16",,,"9,53",,"25,00","0,55","9,53","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","14,96","0,66","0,26",,,"15,88",,"25,00","0,92","15,88","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","34,90","1,53","0,62",,,"37,05",,"25,00","2,15","37,05","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","47,87","2,10","0,84",,,"50,81",,"25,00","2,94","50,81","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","8,88","0,39","0,16",,,"9,43",,"25,00","0,55","9,43","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","14,80","0,66","0,26",,,"15,72",,"25,00","0,92","15,72","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","34,54","1,53","0,62",,,"36,69",,"25,00","2,15","36,69","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","47,38","2,10","0,84",,,"50,32",,"25,00","2,94","50,32","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","8,75","0,39","0,16",,,"9,30",,"25,00","0,55","9,30","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","14,58","0,66","0,26",,,"15,49",,"25,00","0,92","15,49","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","34,01","1,53","0,62",,,"36,15",,"25,00","2,15","36,15","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","46,64","2,10","0,84",,,"49,58",,"25,00","2,94","49,58","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
SCOTIABANK,"3,00","3,58","8,61","0,44","0,11",,,"9,16",,"25,00","0,55","9,16","2.250,00","1.800,00",31/03/2021,HIP-FIJA,
SCOTIABANK,"2,97","3,56","14,30","0,73","0,18",,,"15,22",,"25,00","0,92","15,22","3.750,00","3.000,00",31/03/2021,HIP-FIJA,
SCOTIABANK,"3,06","3,64","33,70","1,71","0,43",,,"35,84",,"25,00","2,14","35,84","8.750,00","7.000,00",31/03/2021,HIP-FIJA,
SCOTIABANK,"3,06","3,64","46,22","2,34","0,59",,,"49,15",,"25,00","2,93","49,15","12.000,00","9.600,00",31/03/2021,HIP-FIJA,
BCHILE,"3,00","3,38","8,50","0,30","0,16",,,"8,95",,"25,00","0,46","8,95","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
BCHILE,"2,95","3,33","14,09","0,50","0,26",,,"14,85",,"25,00","0,76","14,85","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
BCHILE,"2,95","3,33","32,87","1,16","0,62",,,"34,64",,"25,00","1,77","34,64","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
BCHILE,"3,09","3,47","45,76","1,58","0,84",,,"48,19",,"25,00","2,43","48,19","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
BCI,"3,31","3,66","8,86","0,28","0,13",,,"9,27",,"25,00","0,41","9,27","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
BCI,"3,24","3,59","14,65","0,47","0,21",,,"15,33",,"25,00","0,68","15,33","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
BCI,"3,22","3,58","34,11","1,09","0,50",,,"35,70",,"25,00","1,59","35,70","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
BCI,"3,22","3,58","46,78","1,50","0,68",,,"48,96",,"25,00","2,18","48,96","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
BICE,"3,50",,"9,03","0,02","0,00",,,"9,06",,"25,00","0,03","9,06","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
BICE,"3,05",,"14,34","0,02","0,00",,,"14,37",,"25,00","0,03","14,37","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
BICE,"2,90",,"32,92","0,02","0,00",,,"32,94",,"25,00","0,03","32,94","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
BICE,"2,80",,"44,65","0,02","0,00",,,"44,68",,"25,00","0,03","44,68","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
ITAU,"2,95","3,38","8,49","0,31","0,12",,,"8,92",,"25,00","0,43","8,92","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
ITAU,"2,95","3,38","14,15","0,52","0,20",,,"14,87",,"25,00","0,72","14,87","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
ITAU,"2,95","3,38","33,02","1,22","0,48",,,"34,72",,"25,00","1,70","34,72","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
ITAU,"2,95","3,38","45,28","1,67","0,65",,,"47,60",,"25,00","2,32","47,60","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","9,07","0,39","0,16",,,"9,62",,"25,00","0,55","9,62","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","15,11","0,66","0,26",,,"16,03",,"25,00","0,92","16,03","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","35,27","1,53","0,62",,,"37,41",,"25,00","2,15","37,41","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","48,37","2,10","0,84",,,"51,31",,"25,00","2,94","51,31","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
SANT>5,"2,48","3,08","8,61","0,39","0,16",,,"9,16",,"25,00","0,55","9,16","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
SANT>5,"2,48","3,08","14,35","0,66","0,26",,,"15,27",,"25,00","0,92","15,27","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
SANT>5,"2,48","3,08","33,48","1,53","0,62",,,"35,62",,"25,00","2,15","35,62","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
SANT>5,"2,48","3,08","45,91","2,10","0,84",,,"48,85",,"25,00","2,94","48,85","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","9,16","0,39","0,16",,,"9,71",,"25,00","0,55","9,71","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","15,27","0,66","0,26",,,"16,19",,"25,00","0,92","16,19","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","35,63","1,53","0,62",,,"37,78",,"25,00","2,15","37,78","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","9,16","0,39","0,16",,,"9,71",,"25,00","0,55","9,71","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","15,27","0,66","0,26",,,"16,19",,"25,00","0,92","16,19","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","35,63","1,53","0,62",,,"37,78",,"25,00","2,15","37,78","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","9,16","0,39","0,16",,,"9,71",,"25,00","0,55","9,71","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","15,27","0,66","0,26",,,"16,19",,"25,00","0,92","16,19","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","35,63","1,53","0,62",,,"37,78",,"25,00","2,15","37,78","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","8,98","0,39","0,16",,,"9,53",,"25,00","0,55","9,53","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","14,96","0,66","0,26",,,"15,88",,"25,00","0,92","15,88","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","34,90","1,53","0,62",,,"37,05",,"25,00","2,15","37,05","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","47,87","2,10","0,84",,,"50,81",,"25,00","2,94","50,81","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","8,88","0,39","0,16",,,"9,43",,"25,00","0,55","9,43","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","14,80","0,66","0,26",,,"15,72",,"25,00","0,92","15,72","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","34,54","1,53","0,62",,,"36,69",,"25,00","2,15","36,69","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","47,38","2,10","0,84",,,"50,32",,"25,00","2,94","50,32","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","8,75","0,39","0,16",,,"9,30",,"25,00","0,55","9,30","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","14,58","0,66","0,26",,,"15,49",,"25,00","0,92","15,49","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","34,01","1,53","0,62",,,"36,15",,"25,00","2,15","36,15","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","46,64","2,10","0,84",,,"49,58",,"25,00","2,94","49,58","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
SCOTIABANK,"3,00","3,58","8,61","0,44","0,11",,,"9,16",,"25,00","0,55","9,16","2.250,00","1.800,00",5/04/2021,HIP-FIJA,
SCOTIABANK,"2,97","3,56","14,30","0,73","0,18",,,"15,22",,"25,00","0,92","15,22","3.750,00","3.000,00",5/04/2021,HIP-FIJA,
SCOTIABANK,"3,06","3,64","33,69","1,71","0,43",,,"35,83",,"25,00","2,14","35,83","8.750,00","7.000,00",5/04/2021,HIP-FIJA,
SCOTIABANK,"3,06","3,64","46,21","2,34","0,59",,,"49,14",,"25,00","2,93","49,14","12.000,00","9.600,00",5/04/2021,HIP-FIJA,
BCHILE,"3,00","3,38","8,50","0,30","0,16",,,"8,95",,"25,00","0,46","8,95","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
BCHILE,"2,95","3,33","14,09","0,50","0,26",,,"14,85",,"25,00","0,76","14,85","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
BCHILE,"2,95","3,33","32,87","1,16","0,62",,,"34,64",,"25,00","1,77","34,64","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
BCHILE,"3,09","3,47","45,76","1,58","0,84",,,"48,19",,"25,00","2,43","48,19","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
BCI,"3,31","3,66","8,86","0,28","0,13",,,"9,27",,"25,00","0,41","9,27","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
BCI,"3,24","3,59","14,65","0,47","0,21",,,"15,33",,"25,00","0,68","15,33","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
BCI,"3,22","3,58","34,11","1,09","0,50",,,"35,70",,"25,00","1,59","35,70","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
BCI,"3,22","3,58","46,78","1,50","0,68",,,"48,96",,"25,00","2,18","48,96","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
BICE,"3,85",,"9,37","0,02","0,00",,,"9,40",,"25,00","0,03","9,40","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
BICE,"3,40",,"14,89","0,02","0,00",,,"14,92",,"25,00","0,03","14,92","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
BICE,"3,25",,"34,19","0,02","0,00",,,"34,22",,"25,00","0,03","34,22","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
BICE,"3,15",,"46,39","0,02","0,00",,,"46,42",,"25,00","0,03","46,42","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
ITAU,"2,95","3,38","8,49","0,31","0,12",,,"8,92",,"25,00","0,43","8,92","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
ITAU,"2,95","3,38","14,15","0,52","0,20",,,"14,87",,"25,00","0,72","14,87","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
ITAU,"2,95","3,38","33,02","1,22","0,48",,,"34,72",,"25,00","1,70","34,72","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
ITAU,"2,95","3,38","45,28","1,67","0,65",,,"47,60",,"25,00","2,32","47,60","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","9,07","0,39","0,16",,,"9,62",,"25,00","0,55","9,62","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","15,11","0,66","0,26",,,"16,03",,"25,00","0,92","16,03","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","35,27","1,53","0,62",,,"37,41",,"25,00","2,15","37,41","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
SANT 0.8-1.3,"2,98","3,56","48,37","2,10","0,84",,,"51,31",,"25,00","2,94","51,31","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
SANT>5,"2,48","3,08","8,61","0,39","0,16",,,"9,16",,"25,00","0,55","9,16","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
SANT>5,"2,48","3,08","14,35","0,66","0,26",,,"15,27",,"25,00","0,92","15,27","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
SANT>5,"2,48","3,08","33,48","1,53","0,62",,,"35,62",,"25,00","2,15","35,62","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
SANT>5,"2,48","3,08","45,91","2,10","0,84",,,"48,85",,"25,00","2,94","48,85","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","9,16","0,39","0,16",,,"9,71",,"25,00","0,55","9,71","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","15,27","0,66","0,26",,,"16,19",,"25,00","0,92","16,19","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","35,63","1,53","0,62",,,"37,78",,"25,00","2,15","37,78","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
SANT0-0.4,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","9,16","0,39","0,16",,,"9,71",,"25,00","0,55","9,71","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","15,27","0,66","0,26",,,"16,19",,"25,00","0,92","16,19","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","35,63","1,53","0,62",,,"37,78",,"25,00","2,15","37,78","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
SANT0.4-0.55,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","9,16","0,39","0,16",,,"9,71",,"25,00","0,55","9,71","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","15,27","0,66","0,26",,,"16,19",,"25,00","0,92","16,19","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","35,63","1,53","0,62",,,"37,78",,"25,00","2,15","37,78","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
SANT0.55-0.8,"3,08","3,66","48,87","2,10","0,84",,,"51,81",,"25,00","2,94","51,81","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","8,98","0,39","0,16",,,"9,53",,"25,00","0,55","9,53","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","14,96","0,66","0,26",,,"15,88",,"25,00","0,92","15,88","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","34,90","1,53","0,62",,,"37,05",,"25,00","2,15","37,05","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
SANT1.3-1.7,"2,88","3,46","47,87","2,10","0,84",,,"50,81",,"25,00","2,94","50,81","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","8,88","0,39","0,16",,,"9,43",,"25,00","0,55","9,43","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","14,80","0,66","0,26",,,"15,72",,"25,00","0,92","15,72","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","34,54","1,53","0,62",,,"36,69",,"25,00","2,15","36,69","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
SANT1.7-2.5,"2,78","3,37","47,38","2,10","0,84",,,"50,32",,"25,00","2,94","50,32","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","8,75","0,39","0,16",,,"9,30",,"25,00","0,55","9,30","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","14,58","0,66","0,26",,,"15,49",,"25,00","0,92","15,49","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","34,01","1,53","0,62",,,"36,15",,"25,00","2,15","36,15","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
SANT2.5-5,"2,63","3,22","46,64","2,10","0,84",,,"49,58",,"25,00","2,94","49,58","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
SCOTIABANK,"3,00","3,58","8,61","0,44","0,11",,,"9,16",,"25,00","0,55","9,16","2.250,00","1.800,00",6/04/2021,HIP-FIJA,
SCOTIABANK,"2,97","3,56","14,30","0,73","0,18",,,"15,21",,"25,00","0,92","15,21","3.750,00","3.000,00",6/04/2021,HIP-FIJA,
SCOTIABANK,"3,06","3,64","33,69","1,71","0,43",,,"35,83",,"25,00","2,14","35,83","8.750,00","7.000,00",6/04/2021,HIP-FIJA,
SCOTIABANK,"3,06","3,64","46,20","2,34","0,59",,,"49,13",,"25,00","2,93","49,13","12.000,00","9.600,00",6/04/2021,HIP-FIJA,
BCHILE,"3,00","3,38","8,50","0,30","0,16",,,"8,95",,"25,00","0,46","8,95","2.250,00","1.800,00",7/04/2021,HIP-FIJA,
